VarName1,Kingdom,Phylum,Class,Order,Family,Genus,Species
21114,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
21115,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21121,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21122,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21123,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21125,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21127,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21128,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
21129,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21130,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21131,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
21135,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,<undefined>,<undefined>,
21137,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
21139,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
2114,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,
21140,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-003,
21143,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,rigui
21144,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
21145,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Syntrophococcus,
21149,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
2115,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,
21155,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21157,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21158,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21160,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetitomaculum,
21161,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21162,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21163,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21167,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
21168,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21169,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21171,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21175,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2118,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21180,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21182,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21183,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21185,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21189,Bacteria,Firmicutes,Clostridia,Oscillospirales,<undefined>,<undefined>,
2119,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,
21191,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
21199,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,
21202,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21209,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<undefined>,
21210,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21211,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
21215,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21220,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21221,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21223,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21224,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21227,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21231,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales_fa,<undefined>,
21232,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21239,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
2124,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21243,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21247,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
2125,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
21250,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
21254,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
21260,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
21265,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21266,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
2127,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21270,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
21271,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
21272,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21273,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21274,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
21275,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
21276,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
2128,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Papillibacter,
21283,Bacteria,Firmicutes,Clostridia,Oscillospirales,<undefined>,<undefined>,
21284,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
21286,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,
21287,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,
21289,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21291,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21293,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21296,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21299,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21300,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<undefined>,
21301,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21304,Bacteria,Actinobacteriota,Actinobacteria,<undefined>,<undefined>,<undefined>,
21305,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,
21306,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21312,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21313,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21317,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21327,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
21329,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
2133,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21332,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21335,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,
21338,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<undefined>,
21339,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2134,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
21340,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21348,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae_UCG-011,
21351,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,
21355,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21356,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21358,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
2136,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21364,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,
21366,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<undefined>,
21367,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
21368,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
21369,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21370,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21374,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
21377,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21381,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21382,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21383,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2139,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae_ge,
21391,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,<undefined>,
21392,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21395,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enteroscipio,
21396,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,
21399,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
214,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2140,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,
21402,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21405,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,
21409,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
2141,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family_XIII_AD3011_group,
21411,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21416,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21417,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21418,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcaceae_ge,
21424,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21425,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,
2143,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
21432,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21437,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21438,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21450,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21451,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
21454,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,
21455,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
21458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,
21460,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21461,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
21465,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
21468,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21469,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21470,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21472,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21476,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovoracaceae_ge,
21477,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21478,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,
21481,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21482,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
21483,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,<undefined>,
21487,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,
21493,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,<undefined>,<undefined>,
21494,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21497,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21499,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_UCG-002,
21500,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21504,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21505,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21508,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21509,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
2151,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,
21510,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21512,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21513,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<undefined>,
21514,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter,
21515,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
2152,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21526,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-002,
21528,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21530,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,
21535,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21536,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
2154,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21542,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
21543,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,
2155,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21550,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Eggerthia,
21552,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
21554,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21555,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
21563,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21570,Bacteria,Firmicutes,Bacilli,RF39,RF39_fa,RF39_ge,
21571,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,
21572,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,
21579,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21582,Bacteria,Proteobacteria,Alphaproteobacteria,<undefined>,<undefined>,<undefined>,
21585,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<undefined>,
21586,Bacteria,Proteobacteria,Gammaproteobacteria,<undefined>,<undefined>,<undefined>,
21593,Bacteria,Firmicutes,Clostridia,Clostridia_UCG-014,Clostridia_UCG-014_fa,Clostridia_UCG-014_ge,
21601,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,F082_ge,
21602,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,
21604,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21611,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter,
21612,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,
21613,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus,
21615,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21616,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,<undefined>,
21617,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21620,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21622,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21625,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21626,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
2163,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
21630,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21635,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured,
21636,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21637,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
21644,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21645,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,uncultured,
21646,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-251-o5,p-251-o5_ge,
21648,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21649,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
2165,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,
21653,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21655,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
2166,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
21665,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
21666,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,
21668,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21670,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21672,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
21677,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21679,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
21686,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21687,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21688,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21689,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Sporobacter,
21690,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacteriaceae_ge,
21691,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21692,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21694,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21696,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,
21697,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
217,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21700,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
21707,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,
21708,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
2171,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21710,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Anaeroplasma,
21711,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21712,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21719,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,Clostridia_vadinBB60_group_fa,Clostridia_vadinBB60_group_ge,
21721,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
21725,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,
21727,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<undefined>,
21728,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,<undefined>,
2173,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21740,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<undefined>,
21744,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<undefined>,<undefined>,
21746,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21751,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,<undefined>,
21752,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,UC5-1-2E3,
21754,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<undefined>,
21757,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-004,
21768,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,
21775,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_ND3007_group,
21782,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales_UCG-001,Bacteroidales_UCG-001_ge,
21786,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21789,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enteroscipio,
21790,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,<undefined>,
21791,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21792,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,
21793,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrionaceae_UCG-001,
21795,Bacteria,Bacteroidota,Bacteroidia,<undefined>,<undefined>,<undefined>,
21797,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,NED5E9,
2180,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured_ge,
21800,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_NK3A20_group,
21803,Bacteria,Firmicutes,Clostridia,<undefined>,<undefined>,<undefined>,
21806,Bacteria,Firmicutes,<undefined>,<undefined>,<undefined>,<undefined>,
2181,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,panis
21811,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21814,Bacteria,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21819,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,
21823,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,uncultured,
21825,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
21827,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacteriaceae_ge,
2183,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_AC2044_group,bacterium
